id,conversation_id,candidate_user_name,date,tweet,pol_party,targetted_comment
1321600629387743232,1321486872057683973,RepAdams,2020-10-28 18:51:58,Well. One of them lies all the time and the other is Joe Biden.,Democrat,N
1321600604872069121,1321463311439929350,RepAdams,2020-10-28 18:51:53,Digital warriors are everywhere🇺🇸🇺🇸🇺🇸,Democrat,N
1321600542351761409,1321597321784795136,RepAdams,2020-10-28 18:51:38,So true! Everyone would love to unsubscribe from,Democrat,N
1321600536140013568,1321533672428810241,RepAdams,2020-10-28 18:51:36,Mute it...you can actually see her passive aggression,Democrat,N
1321600485716099073,1321486872057683973,RepAdams,2020-10-28 18:51:24,Needs more caps and odd punctuation.,Democrat,N
1321600455970070529,1321486872057683973,RepAdams,2020-10-28 18:51:17,"Coz Donald Trump (and you) lie every time you open your mouth. Quit lying, quit trying to call everything under the sun election fraud.",Democrat,N
1322644245652611072,1322644245652611072,RepAdams,2020-10-31 15:58:56,This is inappropriate. Everyone should vote. Did they vote?,Democrat,N
1322643957566853120,1322643957566853120,RepAdams,2020-10-31 15:57:47,another one injured by guns in Greensboro today. What will you do about it? https://t.co/QLcqcLJPCh #shootatweet,Democrat,N
1322640911969460224,1322640911969460224,RepAdams,2020-10-31 15:45:41,", I have to vote on Election Day because it was the only day I could get a ride. Between this and what happened in Texas to Senator Harris’s bus, I’m scared. I’m still going to vote. But I’m scared.",Democrat,N
1322638631245283329,1322180019007926274,RepAdams,2020-10-31 15:36:37,I certainly will &amp; am tagging who has this topic as a top priority. Thanks!,Democrat,N
1322637200031436800,1322637199121256448,RepAdams,2020-10-31 15:30:56,"Voters, especially military voters are at risk of losing their right to vote due to these delays. We must make sure that ballots postmarked by Nov. 3 are counted, and that after the election, the people responsible for this attack on our democracy are held accountable.",Democrat,N
1322637199121256448,1322637199121256448,RepAdams,2020-10-31 15:30:56,"The right to vote is our most fundamental right, so I am shocked by the backlog of mail in post offices across our country. Mail delivery delays across our country amount to nothing less than voter suppression, and these delays are not the fault of the voter.",Democrat,N
1322634894028247041,1322585337642864644,RepAdams,2020-10-31 15:21:46,"Yes, is pushing for a ban: “police departments across the country, should immediately and permanently end the use of tear gas. Weapons that are illegal in war should never be used on American soil, especially against our own people."" #ncpol https://t.co/NlltbJbKYo",Democrat,N
1322603745495130118,1322603745495130118,RepAdams,2020-10-31 13:18:00,Happy Halloween Drew!,Democrat,N
1322580624943812613,1322580624943812613,RepAdams,2020-10-31 11:46:08,"“By the time President Trump releases his healthcare plan, his cabinet officials will have completed their prison terms.” —",Democrat,N
1322576084018302976,1322576084018302976,RepAdams,2020-10-31 11:28:05,"Happy Homecoming Aggies! 💛💙 If you havent, check out STAY AT HOMECOMING: The Movie. Honored to be a part of this amazing movie. AGGIE PRIDE! Shout out to A2B Studios https://t.co/tgDEmOks64 https://t.co/sl8FPiXDHS",Democrat,N
1322462868948791297,1322462868948791297,RepAdams,2020-10-31 03:58:12,another one injured by guns in Greensboro today. What will you do about it? https://t.co/KpZsmKwNCw #shootatweet,Democrat,N
1322312137751015424,1322312137751015424,RepAdams,2020-10-30 17:59:15,"To all Democrates put the word out that the Democrates have a new slogan. ""Give us one day we'll give you 4 years"".",Democrat,N
1322281889860886530,1322281889860886530,RepAdams,2020-10-30 15:59:04,another one killed by guns in Concord today. What will you do about it? https://t.co/lqroDXFvUs #shootatweet,Democrat,N
1322281670968442880,1322281670968442880,RepAdams,2020-10-30 15:58:11,another one killed by guns in Concord today. What will you do about it? https://t.co/lqroDXnUvS #shootatweet,Democrat,N
1322267425790984192,1322267425790984192,RepAdams,2020-10-30 15:01:35,"View #NCM4A's 'Feet to the Fire' #MedicareforAll roundtable. We urge NC-12, NC-4, Cunningham, NC-2, Cynthia NC-9 + to listen to these constituents on healthcare https://t.co/NMbVdpcJdS",Democrat,N
1322258023612583938,1322258000606859264,RepAdams,2020-10-30 14:24:13,Thank you for being a cosponsor of the #MOREact! We're excited for the upcoming vote to end federal marijuana criminalization. Others can tell their lawmakers to support the bill here: https://t.co/r60QmvePG4 https://t.co/EnXN8x9DP8,Democrat,N
1322203638434062342,1322203638434062342,RepAdams,2020-10-30 10:48:07,"#Pinktober is coming to a close, but that doesn't make it any less important. Let's continue to raise Breast Cancer Awareness to make sure our family, friends, and neighbors get tested. Early detection saves lives! #BreastCancerAwarenessMonth https://t.co/Ll0eaZ5w3p",Democrat,N
1322189818969862146,1322189818969862146,RepAdams,2020-10-30 09:53:12,"Workers pulling together can achieve what no individual can do alone. Keep pulling workers, and elected officials we NEED you to pull harder. #ExtendPSP #ReliefNow https://t.co/WuZOL6qKZp",Democrat,N
1321588450357841925,1321587187452923906,RepAdams,2020-10-28 18:03:35,"What good are you? A representative that does nothing to help people, silly proclamations, stupid virtual classes, and stupid events you attend. You have done nothing just like Vilma Leake, birds of a feather. Sucking up O2 and waste of salaries.",Democrat,Y
1321587187452923906,1321587187452923906,RepAdams,2020-10-28 17:58:34,"Stay safe, North Carolina. https://t.co/7suSBAhLGs",Democrat,N
1321571849889849349,1321570443631955978,RepAdams,2020-10-28 16:57:37,Thank you!,Democrat,Y
1321539902459269122,1321539569666371584,RepAdams,2020-10-28 14:50:40,We love you,Democrat,Y
1321539569666371584,1321539569666371584,RepAdams,2020-10-28 14:49:21,Looking forward to our final stop on the virtual Road to Justice Tour at I’ll be joined by and to share our perspectives on what it means to be in public service and inspire the next generation of leaders! #ncroadtojustice https://t.co/tX4H5xCte3,Democrat,N
1321524897898782726,1321524897898782726,RepAdams,2020-10-28 13:51:03,Heavy exertion can overheat the body even in milder heat conditions. must issue a heat standard to #ProtectAllWorkers from #HeatStress. #DangerousJobs https://t.co/6nh2CKwuHJ,Democrat,N
1321522206137077760,1321522206137077760,RepAdams,2020-10-28 13:40:21,"A5: NCCHCA calls on to heed the calls of bipartisan members of Congress, incl &amp; to take action immediately to protect patients’ and CHCs’ access to affordable medications. #Protect340B #ValueCHCs",Democrat,N
1321521280009592838,1321521280009592838,RepAdams,2020-10-28 13:36:40,Heavy exertion can overheat the body even in milder heat conditions. must issue a heat standard to #ProtectAllWorkers from #HeatStress. #DangerousJobs https://t.co/58T5toDGhe,Democrat,N
1321520102223859714,1321520102223859714,RepAdams,2020-10-28 13:31:59,#HeatStress increases the chance of worker injuries. The Asunción Valdivia Heat Illness and Fatality Prevention Act would #ProtectAllWorkers. #DangerousJobs https://t.co/f1IH234PKJ,Democrat,N
1321518238644273153,1321518238644273153,RepAdams,2020-10-28 13:24:35,Heavy exertion can overheat the body even in milder heat conditions. must issue a heat standard to #ProtectAllWorkers from #HeatStress. #DangerousJobs,Democrat,N
1321515284612730880,1321515284612730880,RepAdams,2020-10-28 13:12:51,#HeatStress increases the chance of worker injuries. The Asunción Valdivia Heat Illness and Fatality Prevention Act would #ProtectAllWorkers. #DangerousJobs https://t.co/7NYjk5iV2t,Democrat,N
1321493460193546241,1321493460193546241,RepAdams,2020-10-28 11:46:07,Too bad many others don't feel or do the same.,Democrat,N
1321468604349558784,1321468604349558784,RepAdams,2020-10-28 10:07:21,Thank you for this #HBCU fact check. https://t.co/v0zblg7ofy,Democrat,N
1321464255682695168,1321464255682695168,RepAdams,2020-10-28 09:50:04,#HeatStress can affect everyone exposed to hot temperatures must create a national heat stress standard to make worker safety a priority. #ProtectAllWorkers #AlianzaNacionalDeCampesinas https://t.co/n2EDInSGx4,Democrat,N
1321451961854709762,1321451961854709762,RepAdams,2020-10-28 09:01:13,.@OSHA_DOL has failed to #ProtectWorkers in #DangerousJobs from deadly #HeatStress. introduced the Asunción Valdivia Heat Illness and Fatality Prevention Act (S4781/HR3668) to #ProtectAllWorkers. https://t.co/6FYNSpTl00,Democrat,N
1322181597005795328,1322181597005795328,RepAdams,2020-10-30 09:20:32,"The queen herself, staunch supporter of #HBCUs liked this tweet👇🏾",Democrat,N
1322173940324851716,1322173940324851716,RepAdams,2020-10-30 08:50:06,"Join Kathryn Chenault, for #IWillVote Virtual Homecoming: A Celebration of Black Excellence &amp; Biden campaign fundraiser Oct. 31 9 pm ET. Tix from $50 https://t.co/irOaJfnnDM",Democrat,N
1322160660214620160,1322160660214620160,RepAdams,2020-10-30 07:57:20,There are 2 reasons #HBCUs have had support during this administration: 1.ardent supporters like and Eddie Bernice Johnson in Congress and 2. an obsession by the current person in the WH to outdo Barack Obama in something. HBCUs are means to an end for that man.,Democrat,N
1322154050620633093,1322153538928185344,RepAdams,2020-10-30 07:31:04,Allow me to assist... ... ... ... ... Make sure your voice is heard VOTE FOR JOE BIDEN,Democrat,Y
1322153538928185344,1322153538928185344,RepAdams,2020-10-30 07:29:02,Today is the last full day of early voting in North Carolina. Your last chance to vote early is to be in line by 3 PM tomorrow. Here is all the information you need to know about voting early in North Carolina: https://t.co/yv0t1mPg3p Make sure your voice is heard: #Vote!,Democrat,N
1322047446101315584,1321946313563508737,RepAdams,2020-10-30 00:27:28,Stay safe. But encourage others to vote!,Democrat,Y
1322047304463908865,1321946313563508737,RepAdams,2020-10-30 00:26:54,"In reality, we all should be standing 12 feet apart. The 6 feet was based upon the assumption COVID is only spread via droplets. But as Trump said COVID is tricky because it is passed via the air. Hopefully, these polling places open doors and windows to help with dilution.",Democrat,Y
1322038734196334592,1321946313563508737,RepAdams,2020-10-29 23:52:51,The media needs to cover the voter suppression going on.,Democrat,Y
1322009486823968768,1321875980328275974,RepAdams,2020-10-29 21:56:38,"Adams secured HBCU funding, not Trump.",Democrat,N
1321967780007157762,1321872672683364353,RepAdams,2020-10-29 19:10:54,"Where are the Dept of Labor stats. I am seeing different, are you pandering again? Yes, I know you are.",Democrat,Y
1321955642500894722,1321954720748023808,RepAdams,2020-10-29 18:22:40,"I do not care that he signed the FUTURE Act (written by a Black woman- and passed by what is essential a veto proof majority in the house and a voice vote in the senate. I will not carry water for Donald J. Trump (or anybody that love em) now, or in the future.",Democrat,N
1321950329190162433,1321943324278857735,RepAdams,2020-10-29 18:01:33,"Again nothing to help one individual in her so called district. More meetings, proclamations, and idle bearucratic meaningless garbage. Why do people elect inept self absorbed individuals like this woman? This is sad.",Democrat,Y
1321943324278857735,1321943324278857735,RepAdams,2020-10-29 17:33:43,Thank you to for giving me the opportunity to talk about the importance of #HBCUs. https://t.co/4VnZzx8Vxf,Democrat,N
1321941195157745664,1321874449017176065,RepAdams,2020-10-29 17:25:16,My bad 🙏 has me blocked 🤷‍♂️,Democrat,Y
1321940478049177600,1321940478049177600,RepAdams,2020-10-29 17:22:25,"Know a majority Black district, spends over 60mil/yr with white businesses, less than 2mil/yr with Black.",Democrat,N
1321937149000740865,1321874449017176065,RepAdams,2020-10-29 17:09:11,Make sure your “@“ the correct person (I’m not whoever this JD character is),Democrat,Y
1321937145037086720,1321874449017176065,RepAdams,2020-10-29 17:09:10,"We know that, I didn't tag you. Its",Democrat,Y
1321936932025217025,1321874449017176065,RepAdams,2020-10-29 17:08:19,I’m not the JD you’re referring to,Democrat,Y
1321925118273196039,1321925118273196039,RepAdams,2020-10-29 16:21:23,"Today, my article about next steps for in the 117th Congress was published in USPS remains an essential provider of goods and services ... a pathway for many good, stable jobs; and a point of pride for the American people. https://t.co/0tYdg0fMzq",Democrat,N
1321904101903331329,1321874449017176065,RepAdams,2020-10-29 14:57:52,JD unfortunately just spews what he heard the night before on OAN and Fox News. It was refreshing to see someone with the actual FACTS and docs to refute his talking points.,Democrat,Y
1321903169119596545,1321903169119596545,RepAdams,2020-10-29 14:54:09,"A good game of follow the leader, would be nice, right now!",Democrat,N
1321899573028163585,1321874449017176065,RepAdams,2020-10-29 14:39:52,"Hi Roland. This is the lead host Brian ( Biden supporter ) It was a pleasure having you on, and you are a breath of fresh air. I will ask JD to provide proof, but I am not sure if he will be able to. This conversation needs to continue, and we look forward to having you on again!",Democrat,Y
1321878226155802624,1321874449017176065,RepAdams,2020-10-29 13:15:03,"All I ask is for JD to provide me the proof. Did Trump save HBCUs? NOPE. JD, feel free to have Dr. Walter Kimbrough and on. I have. https://t.co/9S64Pe34yI",Democrat,N
1321872672683364353,1321872672683364353,RepAdams,2020-10-29 12:52:59,"It’s unacceptable that it takes 22 months for Latinas to make a year’s worth of income. We have to value everyone’s work fairly, and I’ll continue to work in Congress to make sure we do just that. #LatinaEqualPayDay https://t.co/al3KvRyoc4",Democrat,N
1321854891275419648,1321854891275419648,RepAdams,2020-10-29 11:42:19,See this from our Congressional Representative,Democrat,N
1321854339779092482,1321854339779092482,RepAdams,2020-10-29 11:40:08,"The Postal Service remains what it has always been to our country: an essential provider of goods and services; a core component of our economy; a pathway for many good, stable jobs; and a point of pride for the American people.",Democrat,N
1321841233359241216,1321841233359241216,RepAdams,2020-10-29 10:48:03,"NEW ESSAY this morning from In ""Fixing the United States Postal Service,"" she assesses Congress's role in debates surrounding the USPS and advises reforms to ensure short- and long-term stability in our postal system. Read it now!: https://t.co/aODQgaulKn",Democrat,N
1321831527676784640,1321831527676784640,RepAdams,2020-10-29 10:09:29,Tropical Storm Zeta is serious. Please take precautions and be safe out there.,Democrat,N
1321738340920602626,1321738340920602626,RepAdams,2020-10-29 03:59:11,another one injured by guns in Raleigh today. What will you do about it? https://t.co/ySpmbmG1bs #shootatweet,Democrat,N
1321738322381803523,1321738322381803523,RepAdams,2020-10-29 03:59:07,another one killed by guns in Winston Salem (Winston-salem) today. What will you do about it? https://t.co/eoDzXyok93 #shootatweet,Democrat,N
1321697027034501120,1321665734980837381,RepAdams,2020-10-29 01:15:01,Vote Trump and his enablers out!,Democrat,Y
1321321022063259648,1321318093734449153,RepAdams,2020-10-28 00:20:55,"Can you imagine Tukur Burutai / El Rufai army, who claimed to be strong and mighty in battle that cannot fight boko harram /Fulanis Janjaweed herdsmen Miyeti allah terrorist in the North East, but only mighty in killing unarmed innocent citizens",Democrat,Y
1321313197333401600,1320765764035629056,RepAdams,2020-10-27 23:49:49,Not really Christopher... but please continue with your partially understanding of the African American community and the Historical Black College needs. 🙄 https://t.co/gZu9awJsaN,Democrat,Y
1321311414401880065,1321311414401880065,RepAdams,2020-10-27 23:42:44,Looks like citizens want #ClimateAction,Democrat,N
1321294770673754112,1321197997489881090,RepAdams,2020-10-27 22:36:36,Where are you saying I’m making an exacuse cause I’m not buddy! Our president is racist an Americans know it so why would we have faith in a racist president,Democrat,Y
1321294328128569347,1321197997489881090,RepAdams,2020-10-27 22:34:50,"the looters are responsible for their own behavior. ""The Devil Made Me Do It"" is a lame excuse, lamo",Democrat,Y
1321204683067871233,1321197997489881090,RepAdams,2020-10-27 16:38:37,That horse has already left the barn.,Democrat,Y
1321199395191300097,1321199395191300097,RepAdams,2020-10-27 16:17:37,"Freedom of speech does not mean freedom of reach. Nonetheless, has become a super spreader of misleading viral and paid content. That’s why I’ve joined &amp; in this letter. https://t.co/wNpNB0xkAB",Democrat,N
1321197997489881090,1321197997489881090,RepAdams,2020-10-27 16:12:03,"Facebook has a duty to ensure it does not become a vector for disinformation. In the days leading up to the election, &amp; I are asking Facebook to immediately confront these troubling reports and take action to protect the health of our democracy. https://t.co/SzimNlvzxG",Democrat,N
1321132820534886402,1321132820534886402,RepAdams,2020-10-27 11:53:04,REPEAL the 1984 REAGAN TAX on SOCIAL SECURITY INCOME. Make Social Security NON-TAXABLE like prior to 1984!!,Democrat,N
1321132790478503939,1321132790478503939,RepAdams,2020-10-27 11:52:57,REPEAL the 1984 REAGAN TAX on SOCIAL SECURITY INCOME. Make Social Security NON-TAXABLE like prior to 1984.,Democrat,N
1321132761961373697,1321132761961373697,RepAdams,2020-10-27 11:52:50,REPEAL the 1984 REAGAN TAX on SOCIAL SECURITY INCOME. Make Social Security NON-TAXABLE like prior to 1984!,Democrat,N
1321132735109496841,1321132735109496841,RepAdams,2020-10-27 11:52:44,REPEAL the 1984 REAGAN TAX on SOCIAL SECURITY INCOME. Make Social Security NON-TAXABLE like prior to 1984,Democrat,N
1321696258470260736,1321665734980837381,RepAdams,2020-10-29 01:11:58,"If you look at the cases curve in the US, you can definitely tell that herd immunity strategy is definitely the strategy this corrupt Administration is taking with COVID.",Democrat,Y
1321624911773945856,1321624911773945856,RepAdams,2020-10-28 20:28:28,On what is possibly my last National call for the campaign..I got to co-lead a call with &amp; thousands of black women &amp; the women of the Congressional Black Caucus. What a ride!! On to Nov 3!,Democrat,N
1321624364152983555,1321602052708065281,RepAdams,2020-10-28 20:26:17,Hell no the police need to protect the general public from rioting thugs!,Democrat,Y
1321616251890864128,1321616251890864128,RepAdams,2020-10-28 19:54:03,Who's in your wallet?!?,Democrat,N
1321615282473996288,1321614458549112832,RepAdams,2020-10-28 19:50:12,"“We are gonna stand up, show up, speak up and me might have to cut up! But we will win!”",Democrat,N
1321614458549112832,1321614458549112832,RepAdams,2020-10-28 19:46:55,“I might be in a swing state but we are gonna turn this mother out!”,Democrat,N
1321605101404987392,1321602052708065281,RepAdams,2020-10-28 19:09:45,"Great, fire them. Stop hug a thug police tactics. Alma, your constituents don't feel safe to go get groceries. You have protection, older Americans are scared to go get groceries. You are supporting the starvation of these individuals. Out of touch BS political dumbass. They vote",Democrat,Y
1321602052708065281,1321602052708065281,RepAdams,2020-10-28 18:57:38,Ban these.,Democrat,N
1321588450357841925,1321587187452923906,RepAdams,2020-10-28 18:03:35,"What good are you? A representative that does nothing to help people, silly proclamations, stupid virtual classes, and stupid events you attend. You have done nothing just like Vilma Leake, birds of a feather. Sucking up O2 and waste of salaries.",Democrat,Y
1321587187452923906,1321587187452923906,RepAdams,2020-10-28 17:58:34,"Stay safe, North Carolina. https://t.co/7suSBAhLGs",Democrat,N
1321571849889849349,1321570443631955978,RepAdams,2020-10-28 16:57:37,Thank you!,Democrat,Y
1321539902459269122,1321539569666371584,RepAdams,2020-10-28 14:50:40,We love you,Democrat,Y
1321539569666371584,1321539569666371584,RepAdams,2020-10-28 14:49:21,Looking forward to our final stop on the virtual Road to Justice Tour at I’ll be joined by and to share our perspectives on what it means to be in public service and inspire the next generation of leaders! #ncroadtojustice https://t.co/tX4H5xCte3,Democrat,N
1321524897898782726,1321524897898782726,RepAdams,2020-10-28 13:51:03,Heavy exertion can overheat the body even in milder heat conditions. must issue a heat standard to #ProtectAllWorkers from #HeatStress. #DangerousJobs https://t.co/6nh2CKwuHJ,Democrat,N
1321522206137077760,1321522206137077760,RepAdams,2020-10-28 13:40:21,"A5: NCCHCA calls on to heed the calls of bipartisan members of Congress, incl &amp; to take action immediately to protect patients’ and CHCs’ access to affordable medications. #Protect340B #ValueCHCs",Democrat,N
1321521280009592838,1321521280009592838,RepAdams,2020-10-28 13:36:40,Heavy exertion can overheat the body even in milder heat conditions. must issue a heat standard to #ProtectAllWorkers from #HeatStress. #DangerousJobs https://t.co/58T5toDGhe,Democrat,N
1321126365521915912,1320752279893540866,RepAdams,2020-10-27 11:27:25,A midwestern average guy supports and is proud of all your efforts. Thanks!,Democrat,Y
1321126285511401472,1320752279893540866,RepAdams,2020-10-27 11:27:06,A midwestern average guy supports and is proud of all your efforts. Thanks!,Democrat,Y
1321125979696353280,1320752279893540866,RepAdams,2020-10-27 11:25:53,A midwestern average guy supports and is proud of all your efforts. Thanks!,Democrat,Y
1321113238206140419,1321113238206140419,RepAdams,2020-10-27 10:35:15,They couldn’t be more important than they are right now. #PassTheMomnibus,Democrat,N
1321089886535954435,1321089886535954435,RepAdams,2020-10-27 09:02:28,They have resorted to paying off 'others' in the pursuit of maintaining injustices and racism.,Democrat,N
1321074579322949632,1321074579322949632,RepAdams,2020-10-27 08:01:38,"In the US, Black women are 3X more likely than white women to die during childbirth. These tragic deaths are due to health &amp; social issues that the #Momnibus package, introduced by &amp; is working to solve. Learn more: https://t.co/XQv3KHNnvC https://t.co/GxXYby53Z2",Democrat,N
1321046606179913728,1319998385039040519,RepAdams,2020-10-27 06:10:29,"my entire time - your class (and others), being an RA, a student athlete, and a student leader shaped me, sharpened my knowledge, skills, abilities. Honed my curiosity and thirst for understanding, and fueled my compassion for others and so much more!",Democrat,Y
1321042697478615040,1321042697478615040,RepAdams,2020-10-27 05:54:57,Protect Black Woman 🤱🏾,Democrat,N
1320998310031872000,1320908391028502531,RepAdams,2020-10-27 02:58:34,Mcconnell needs to go!,Democrat,Y
1320927014879186945,1320908391028502531,RepAdams,2020-10-26 22:15:16,The democrats blocked a 500 billion dollar package the other day.,Democrat,Y
1320926264501436421,1320908391028502531,RepAdams,2020-10-26 22:12:17,Evil as,Democrat,Y
1320920609451352064,1320920609451352064,RepAdams,2020-10-26 21:49:49,PLEASE ENCOURAGE PEOPLE TO DROP OF BALLOT AT THE BALLOT BOX OR VOTE IN PERSON. DO NOT MAIL BALLOTS.,Democrat,N
1320912120217649159,1320908391028502531,RepAdams,2020-10-26 21:16:05,Demon seed,Democrat,Y
1320909013165420544,1320908391028502531,RepAdams,2020-10-26 21:03:44,"Please support H.Res 1162, 1175 &amp; H.R 8452",Democrat,Y
1320908391028502531,1320908391028502531,RepAdams,2020-10-26 21:01:16,"If the shoe were on the other foot, the Democratic Senate would have passed a COVID-19 relief package.",Democrat,N
1320907001505947648,1320907001505947648,RepAdams,2020-10-26 20:55:45,Us Americans needs stimulus checks now ...#PurplePowerCheck #msc #SEATS4STIMULUS #IAMVALUED .....@realDonaldTrump,Democrat,N
1320905795404484608,1320882614744567814,RepAdams,2020-10-26 20:50:57,Lol relax because your time is up in 2022,Democrat,Y
1320888537596776453,1320882614744567814,RepAdams,2020-10-26 19:42:22,"And on the Eighth Day, Women Voted. Happy Birthday Hillary Clinton! 11-3-2020, the day Women signaled the end of misogyny and racism in America.",Democrat,Y
1320886089662537728,1320882614744567814,RepAdams,2020-10-26 19:32:39,Since 2001 have been on employer health care. Lost job in June 2020 due to Covid. Followed passions to Divinity School. Now on ACA. What happens to people like me? I did it their way for 20 years!!!!! Disgusting.,Democrat,Y
1320884267572994048,1320882614744567814,RepAdams,2020-10-26 19:25:24,"Don't read it, you are wasting your time. Same old Alma CON, continued oppressive narrative. Never a solution, scare and blame. Big Girl you make me laugh.",Democrat,Y
1321520102223859714,1321520102223859714,RepAdams,2020-10-28 13:31:59,#HeatStress increases the chance of worker injuries. The Asunción Valdivia Heat Illness and Fatality Prevention Act would #ProtectAllWorkers. #DangerousJobs https://t.co/f1IH234PKJ,Democrat,N
1321518238644273153,1321518238644273153,RepAdams,2020-10-28 13:24:35,Heavy exertion can overheat the body even in milder heat conditions. must issue a heat standard to #ProtectAllWorkers from #HeatStress. #DangerousJobs,Democrat,N
1321515284612730880,1321515284612730880,RepAdams,2020-10-28 13:12:51,#HeatStress increases the chance of worker injuries. The Asunción Valdivia Heat Illness and Fatality Prevention Act would #ProtectAllWorkers. #DangerousJobs https://t.co/7NYjk5iV2t,Democrat,N
1321493460193546241,1321493460193546241,RepAdams,2020-10-28 11:46:07,Too bad many others don't feel or do the same.,Democrat,N
1321468604349558784,1321468604349558784,RepAdams,2020-10-28 10:07:21,Thank you for this #HBCU fact check. https://t.co/v0zblg7ofy,Democrat,N
1321464255682695168,1321464255682695168,RepAdams,2020-10-28 09:50:04,#HeatStress can affect everyone exposed to hot temperatures must create a national heat stress standard to make worker safety a priority. #ProtectAllWorkers #AlianzaNacionalDeCampesinas https://t.co/n2EDInSGx4,Democrat,N
1321451961854709762,1321451961854709762,RepAdams,2020-10-28 09:01:13,.@OSHA_DOL has failed to #ProtectWorkers in #DangerousJobs from deadly #HeatStress. introduced the Asunción Valdivia Heat Illness and Fatality Prevention Act (S4781/HR3668) to #ProtectAllWorkers. https://t.co/6FYNSpTl00,Democrat,N
1321321022063259648,1321318093734449153,RepAdams,2020-10-28 00:20:55,"Can you imagine Tukur Burutai / El Rufai army, who claimed to be strong and mighty in battle that cannot fight boko harram /Fulanis Janjaweed herdsmen Miyeti allah terrorist in the North East, but only mighty in killing unarmed innocent citizens",Democrat,Y
1321313197333401600,1320765764035629056,RepAdams,2020-10-27 23:49:49,Not really Christopher... but please continue with your partially understanding of the African American community and the Historical Black College needs. 🙄 https://t.co/gZu9awJsaN,Democrat,Y
1321311414401880065,1321311414401880065,RepAdams,2020-10-27 23:42:44,Looks like citizens want #ClimateAction,Democrat,N
1321294770673754112,1321197997489881090,RepAdams,2020-10-27 22:36:36,Where are you saying I’m making an exacuse cause I’m not buddy! Our president is racist an Americans know it so why would we have faith in a racist president,Democrat,Y
1321294328128569347,1321197997489881090,RepAdams,2020-10-27 22:34:50,"the looters are responsible for their own behavior. ""The Devil Made Me Do It"" is a lame excuse, lamo",Democrat,Y
1320883798511390726,1320882614744567814,RepAdams,2020-10-26 19:23:33,Thank you. I am astounded by the iniquity of the Republican senators,Democrat,Y
1320882614744567814,1320882614744567814,RepAdams,2020-10-26 19:18:50,Below is my statement on the Barrett confirmation vote. #SCOTUS https://t.co/4zO3hRMSTi,Democrat,N
1321204683067871233,1321197997489881090,RepAdams,2020-10-27 16:38:37,That horse has already left the barn.,Democrat,Y
1321199395191300097,1321199395191300097,RepAdams,2020-10-27 16:17:37,"Freedom of speech does not mean freedom of reach. Nonetheless, has become a super spreader of misleading viral and paid content. That’s why I’ve joined &amp; in this letter. https://t.co/wNpNB0xkAB",Democrat,N
1321197997489881090,1321197997489881090,RepAdams,2020-10-27 16:12:03,"Facebook has a duty to ensure it does not become a vector for disinformation. In the days leading up to the election, &amp; I are asking Facebook to immediately confront these troubling reports and take action to protect the health of our democracy. https://t.co/SzimNlvzxG",Democrat,N
1321132820534886402,1321132820534886402,RepAdams,2020-10-27 11:53:04,REPEAL the 1984 REAGAN TAX on SOCIAL SECURITY INCOME. Make Social Security NON-TAXABLE like prior to 1984!!,Democrat,N
1321132790478503939,1321132790478503939,RepAdams,2020-10-27 11:52:57,REPEAL the 1984 REAGAN TAX on SOCIAL SECURITY INCOME. Make Social Security NON-TAXABLE like prior to 1984.,Democrat,N
